Код объекта,трассы,автомобильные мосты,Материал окон,Счетчик воды,гостевой паркинг,памятники архитектуры,культуры,пешеходные бульвары,Балкон,всего этажей,Серия,Стены,Адрес,Год постройки,Общая площадь,Высота потолков,Двор,Комнатность,подземный паркинг,Ремонт,цена
5344559,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Древлянка,2015.0,36.0,2.5,открытый двор,2,0,Косметический ремонт,3225.0
5330811,0,0,Пластиковые,отсутствует,0,0,0,0,Нет балкона,3,Инд,Блочные,Зарека,1958.0,30.0,2.97,открытый двор,1,0,Косметический ремонт,2050.0
5351088,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2021.0,60.0,2.7,закрытый двор,3,0,Улучшенная черновая отделка,3300.0
5310607,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Кукковка,1983.0,35.3,3.0,закрытый двор,1,0,Косметический ремонт,2550.0
5309113,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Октябрьский,1960.0,43.6,2.5,открытый двор,2,0,Требует ремонта,2280.0
5305411,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2013.0,37.0,2.5,открытый двор,1,0,Косметический ремонт,2990.0
5345036,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Кукковка,1985.0,21.0,2.5,открытый двор,1,0,Черновая отделка,750.0
5316779,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Зарека,1963.0,30.4,2.5,открытый двор,1,0,Косметический ремонт,2260.0
5260107,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Голиковка,1971.0,57.3,2.5,открытый двор,3,0,Частичный ремонт,3500.0
5292452,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,1-335,Панельные,Октябрьский,1968.0,43.5,2.5,открытый двор,2,0,Косметический ремонт,2700.0
5294534,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,2014.0,33.1,2.5,открытый двор,1,0,Косметический ремонт,2650.0
5253090,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Хрущ,Кирпичные,Голиковка,1974.0,49.0,2.5,открытый двор,2,0,Косметический ремонт,2850.0
5226141,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Голиковка,1992.0,56.2,2.5,открытый двор,3,0,Косметический ремонт,3580.0
5262388,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1989.0,53.0,2.5,открытый двор,2,0,Косметический ремонт,3700.0
5245620,0,0,Деревянные,отсутствует,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Ключевая,1984.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,550.0
5243905,0,0,Деревянные,есть,0,0,0,0,Нет балкона,4,Инд,Кирпичные,Первомайский,1954.0,56.8,2.5,открытый двор,3,0,Косметический ремонт,2700.0
5239076,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Центр,1992.0,33.0,2.5,открытый двор,1,0,Частичный ремонт,1200.0
5273623,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Зарека,1992.0,26.0,2.5,открытый двор,1,0,Косметический ремонт,1050.0
5276039,0,0,Деревянные,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Голиковка,1963.0,29.7,2.5,открытый двор,1,0,Частичный ремонт,1980.0
5227808,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Кирпичные,Древлянка,2003.0,46.7,2.5,открытый двор,2,0,Современный ремонт,3480.0
5249132,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,2,Инд,Кирпичные,Зарека,1950.0,59.5,2.75,открытый двор,3,0,Частичный ремонт,2300.0
5267154,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,А-1,Кирпичные,Октябрьский,1961.0,55.8,2.5,открытый двор,3,0,Косметический ремонт,2945.0
5266708,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Блочные,Голиковка,1969.0,48.7,2.5,открытый двор,2,0,Косметический ремонт,2900.0
5272104,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,А-1,Деревянные,Перевалка,1957.0,56.0,2.5,открытый двор,2,0,Косметический ремонт,1965.0
5229882,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,2006.0,69.0,2.5,закрытый двор,2,0,Косметический ремонт,5490.0
5242397,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,7,Инд,Кирпичные,Перевалка,2003.0,95.6,2.5,открытый двор,3,0,Современный ремонт,6500.0
5275450,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Древлянка,2018.0,42.0,2.5,открытый двор,2,0,Улучшенная черновая отделка,3700.0
5243309,1,1,Пластиковые,есть,0,0,0,0,Лоджия,5,Инд,Панельные,Ключевая,2012.0,69.0,2.5,открытый двор,3,0,Современный ремонт,4500.0
5244797,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Древлянка,2018.0,64.6,2.5,открытый двор,3,0,Современный ремонт,5750.0
5248598,1,1,Пластиковые,есть,0,1,1,1,Есть балкон,11,75 ,Панельные,Древлянка,1994.0,74.6,2.5,открытый двор,4,0,Косметический ремонт,4300.0
5193123,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Голиковка,1951.0,58.9,2.95,открытый двор,2,0,Косметический ремонт,4050.0
5167683,0,0,Пластиковые,есть,0,0,0,0,Два балкона и более,16,Инд,Монолитные,Древлянка,1997.0,85.5,2.5,открытый двор,4,0,Современный ремонт,6500.0
5147575,0,0,Деревянные,отсутствует,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Ключевая,1980.0,16.6,2.5,открытый двор,1,0,Косметический ремонт,699.0
5131859,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,9,Инд,Панельные,Голиковка,1977.0,55.3,2.5,открытый двор,2,0,Косметический ремонт,4000.0
5163089,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,1-335А,Панельные,Голиковка,1966.0,56.3,2.5,открытый двор,3,0,Современный ремонт,3570.0
5162077,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Древлянка,2017.0,36.0,2.5,открытый двор,1,0,Косметический ремонт,2950.0
5228222,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1980.0,46.3,2.5,открытый двор,2,0,Современный ремонт,3400.0
5227518,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2017.0,33.5,2.5,открытый двор,1,0,Современный ремонт,2750.0
5173168,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Октябрьский,1992.0,31.9,2.5,открытый двор,1,0,Косметический ремонт,2379.0
5180509,0,0,Пластиковые,отсутствует,1,0,0,0,Есть балкон,5,Инд,Кирпичные,Сулажгора,2010.0,65.0,2.5,открытый двор,2,0,Современный ремонт,5150.0
5160434,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Перевалка,1992.0,68.0,2.55,открытый двор,3,0,Косметический ремонт,4370.0
5229266,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,9,Инд,Монолитные,Центр,2018.0,41.3,2.75,открытый двор,2,1,Улучшенная черновая отделка,4590.0
5219620,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Блочные,Перевалка,1992.0,40.5,2.5,открытый двор,2,0,Частичный ремонт,2700.0
5123378,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Перевалка,2014.0,75.0,2.5,открытый двор,3,0,Косметический ремонт,7100.0
5161797,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Панельные,Древлянка,1992.0,57.0,2.5,открытый двор,2,0,Современный ремонт,4990.0
5211240,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,21,Инд,Панельные,Перевалка,2015.0,52.5,2.5,открытый двор,2,1,Косметический ремонт,4600.0
5214234,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Первомайский,1992.0,34.3,2.5,открытый двор,2,0,Косметический ремонт,1560.0
5221455,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,1992.0,36.0,2.75,открытый двор,1,0,Современный ремонт,4000.0
5144941,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Ключевая,1974.0,43.7,2.5,открытый двор,2,0,Косметический ремонт,1950.0
5139663,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,8,Инд,Кирпичные,Октябрьский,2013.0,36.5,2.5,открытый двор,1,0,Косметический ремонт,3600.0
5208966,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Ключевая,2017.0,53.4,2.5,открытый двор,3,0,Современный ремонт,4000.0
5188737,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Ключевая,1980.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,580.0
5173893,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,1992.0,62.2,2.5,открытый двор,3,0,Косметический ремонт,3670.0
5208762,0,0,Пластиковые,есть,0,0,0,0,Лоджия,16,Инд,Монолитные,Ключевая,1992.0,45.4,2.5,открытый двор,1,0,Современный ремонт,3150.0
5092035,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Сулажгора,1990.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,440.0
5099640,0,0,Деревянные,есть,0,0,0,0,Нет балкона,2,Инд,Деревянные,Первомайский,1961.0,25.0,2.5,открытый двор,1,0,Косметический ремонт,1240.0
5081117,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Панельные,Кукковка,2020.0,63.0,2.5,открытый двор,2,0,Улучшенная черновая отделка,3500.0
5090686,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,2,Инд,Деревянные,Центр,1934.0,60.8,2.9,открытый двор,3,0,Косметический ремонт,2600.0
5079549,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1994.0,25.3,2.5,открытый двор,1,0,Косметический ремонт,2200.0
5047639,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1992.0,43.2,2.5,открытый двор,2,0,Косметический ремонт,3000.0
5081409,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Панельные,Кукковка,2021.0,97.0,2.5,открытый двор,3,0,Улучшенная черновая отделка,5600.0
4921461,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Сулажгора,1990.0,17.4,2.5,открытый двор,1,0,Косметический ремонт,685.0
5041884,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,Инд,Монолитные,Ключевая,2020.0,41.3,2.55,открытый двор,2,0,Современный ремонт,3500.0
5081376,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Панельные,Кукковка,2020.0,63.0,2.5,открытый двор,2,0,Улучшенная черновая отделка,3350.0
5053782,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,1981.0,47.1,2.5,открытый двор,2,0,Косметический ремонт,2875.0
5125277,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2014.0,36.1,2.5,открытый двор,1,0,Косметический ремонт,2900.0
5062739,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2019.0,35.4,2.5,открытый двор,2,0,Улучшенная черновая отделка,2575.0
5111872,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Ключевая,1975.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,790.0
5117232,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,1962.0,31.0,2.5,открытый двор,1,0,Косметический ремонт,2099.0
5094215,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,"75.1, 3-75",Панельные,Кукковка,1984.0,58.8,2.5,открытый двор,4,0,Косметический ремонт,3949.0
5088911,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Центр,1957.0,76.7,3.0,открытый двор,3,0,Косметический ремонт,3950.0
5083177,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2015.0,33.9,2.5,открытый двор,1,0,Косметический ремонт,2790.0
5066220,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,1-335А,Кирпичные,Центр,1948.0,102.0,2.5,открытый двор,5,0,Современный ремонт,7200.0
5066320,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,1-335А,Кирпичные,Центр,1948.0,107.0,2.5,открытый двор,5,0,Современный ремонт,7200.0
5117944,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Кирпичные,Голиковка,1979.0,60.0,2.5,открытый двор,3,0,Современный ремонт,4500.0
5081396,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Панельные,Кукковка,2021.0,63.0,2.5,открытый двор,2,0,Улучшенная черновая отделка,3500.0
5062609,0,0,Пластиковые,есть,0,1,1,1,Есть балкон,9,Инд,Кирпичные,Голиковка,1979.0,48.8,2.5,открытый двор,2,0,Современный ремонт,4080.0
5045668,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,9,Общ,Кирпичные,Голиковка,1974.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,790.0
5041508,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1979.0,23.0,2.5,открытый двор,1,0,Косметический ремонт,900.0
5095990,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Центр,1978.0,17.0,2.5,открытый двор,1,0,Современный ремонт,850.0
5059091,0,0,Пластиковые,есть,0,1,1,1,Есть балкон,4,1-335,Кирпичные,Центр,1956.0,56.6,2.5,закрытый двор,2,0,Современный ремонт,4200.0
5024912,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Блочные,Центр,1964.0,30.9,2.5,открытый двор,1,0,Современный ремонт,2290.0
4988019,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Кукковка,2003.0,43.0,2.55,открытый двор,1,0,Косметический ремонт,3000.0
4888103,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,15,Инд,Монолитные,Кукковка,2008.0,38.1,2.5,открытый двор,1,0,Современный ремонт,3150.0
4990882,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1991.0,65.0,2.5,открытый двор,3,0,Современный ремонт,4080.0
4921264,0,0,Деревянные,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,1981.0,79.2,2.5,открытый двор,3,0,Частичный ремонт,3300.0
4902759,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Монолитные,Центр,2018.0,72.0,2.75,закрытый двор,3,1,Улучшенная черновая отделка,6190.0
5027502,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Древлянка,2016.0,54.0,2.5,открытый двор,2,0,Современный ремонт,3800.0
4970321,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Октябрьский,1976.0,47.0,2.5,открытый двор,2,0,Современный ремонт,3380.0
4898754,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Кукковка,1985.0,36.0,2.5,открытый двор,1,0,Косметический ремонт,2450.0
5038953,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Октябрьский,1958.0,12.0,2.5,открытый двор,1,0,Косметический ремонт,460.0
4935188,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Монолитные,Древлянка,2018.0,43.0,2.5,открытый двор,2,0,Современный ремонт,4800.0
5040665,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,Инд,Монолитные,Первомайский,1992.0,3.4,2.5,открытый двор,1,1,Черновая отделка,2800.0
4937512,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Перевалка,1985.0,69.0,2.5,открытый двор,3,0,Современный ремонт,4700.0
4907978,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Сулажгора,1977.0,60.4,2.5,открытый двор,4,0,Косметический ремонт,3350.0
4937625,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,2,Инд,Кирпичные,Кукковка,1964.0,44.5,2.5,открытый двор,2,0,Косметический ремонт,2560.0
4888730,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Октябрьский,1980.0,53.5,2.5,открытый двор,2,0,Косметический ремонт,3595.0
4880292,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,20,Инд,Монолитные,Древлянка,2016.0,45.2,2.5,открытый двор,2,0,Косметический ремонт,3700.0
4909334,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Центр,1978.0,19.0,2.5,открытый двор,1,0,Современный ремонт,1000.0
5004434,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Центр,1965.0,33.6,2.5,открытый двор,1,0,Косметический ремонт,2600.0
4886542,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Перевалка,2013.0,48.3,2.55,открытый двор,2,0,Современный ремонт,3800.0
4914751,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1992.0,56.6,2.9,открытый двор,2,0,Косметический ремонт,4350.0
4880327,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1963.0,79.2,2.5,открытый двор,3,0,Частичный ремонт,3700.0
4891309,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Центр,1965.0,16.6,2.5,открытый двор,1,0,Частичный ремонт,750.0
4918287,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Сулажгора,2011.0,63.4,2.5,открытый двор,2,0,Современный ремонт,3699.0
4845893,0,0,Деревянные,есть,0,0,0,0,Лоджия,9,Инд,Панельные,Кукковка,1985.0,74.7,2.5,открытый двор,4,0,Частичный ремонт,3990.0
4855172,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Октябрьский,1971.0,44.0,2.5,открытый двор,2,0,Косметический ремонт,3000.0
4781002,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,2,Инд,Деревянные,Центр,1992.0,20.0,2.5,открытый двор,1,0,Косметический ремонт,1200.0
4827542,0,0,Пластиковые/деревянные,есть,0,0,0,0,Нет балкона,2,Инд,Деревянные,Зарека,1953.0,39.6,2.5,открытый двор,2,0,Косметический ремонт,1400.0
4804740,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,2015.0,56.1,2.5,открытый двор,2,0,Современный ремонт,3600.0
4820768,0,0,Пластиковые,есть,0,0,0,0,Два балкона и более,3,Инд,Кирпичные,Зарека,1958.0,69.0,2.5,открытый двор,3,0,Частичный ремонт,3200.0
4881858,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,2-68-1-0,Панельные,Кукковка,1991.0,63.8,2.5,открытый двор,3,0,Косметический ремонт,3300.0
4850960,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1960.0,66.3,3.2,открытый двор,3,0,Косметический ремонт,4500.0
4835675,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Октябрьский,1992.0,35.3,2.5,открытый двор,2,0,Косметический ремонт,1250.0
4859346,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,5,Общ,Кирпичные,Голиковка,1979.0,12.0,2.5,открытый двор,1,0,Косметический ремонт,570.0
4854632,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Зарека,1992.0,59.0,2.5,открытый двор,2,0,Современный ремонт,3900.0
4876081,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Кирпичные,Октябрьский,2000.0,76.8,2.5,открытый двор,4,0,Современный ремонт,6580.0
4723532,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Октябрьский,1978.0,11.7,2.5,открытый двор,1,0,Косметический ремонт,550.0
4821134,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Кирпичные,Перевалка,1992.0,52.0,2.5,открытый двор,2,0,Частичный ремонт,3250.0
4719016,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Хрущ,Кирпичные,Центр,1966.0,42.0,2.5,открытый двор,2,0,Косметический ремонт,2650.0
4743175,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Центр,1966.0,13.0,2.5,открытый двор,1,0,Требует ремонта,550.0
4791056,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Ключевая,2008.0,42.0,2.7,открытый двор,1,0,Косметический ремонт,2600.0
4851657,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1992.0,36.0,2.5,открытый двор,1,0,Косметический ремонт,2500.0
4814796,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,4,Общ,Кирпичные,Перевалка,1961.0,11.0,2.5,открытый двор,1,0,Косметический ремонт,500.0
4639914,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1992.0,98.0,2.5,открытый двор,4,0,Косметический ремонт,5900.0
4694789,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,4,75 ,Панельные,Древлянка,1990.0,77.4,2.5,закрытый двор,3,0,Современный ремонт,5800.0
4616564,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Панельные,Зарека,1969.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,700.0
4699867,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Блочные,Перевалка,1992.0,94.0,2.5,открытый двор,3,0,Черновая отделка,3280.0
4652455,0,0,Пластиковые,есть,0,0,0,0,Балкон и лоджия,9,Инд,Монолитные,Древлянка,2017.0,41.4,2.5,открытый двор,1,0,Современный ремонт,4700.0
4564358,0,0,Деревянные,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Зарека,1979.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,620.0
4692040,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,12,Инд,Блочные,Ключевая,2011.0,38.0,2.5,открытый двор,1,0,Косметический ремонт,2300.0
4679666,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Панельные,Зарека,1969.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,830.0
4657635,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1991.0,70.0,2.5,открытый двор,4,0,Косметический ремонт,5145.0
4597975,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Первомайский,1971.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,1200.0
4590045,0,0,Деревянные,есть,0,0,0,0,Есть балкон,5,Общ,Панельные,Октябрьский,1978.0,12.0,2.5,открытый двор,1,0,Частичный ремонт,660.0
4684284,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Голиковка,1960.0,12.0,2.5,открытый двор,1,0,Косметический ремонт,550.0
4568095,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,12,Инд,Кирпичные,Кукковка,1997.0,50.0,2.5,открытый двор,2,0,Частичный ремонт,3399.0
4640547,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Октябрьский,1988.0,33.5,2.75,открытый двор,1,0,Косметический ремонт,2450.0
4665707,0,0,Деревянные,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Перевалка,1976.0,12.7,2.5,открытый двор,1,0,Косметический ремонт,550.0
4587497,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Блочные,Ключевая,1967.0,31.0,2.5,открытый двор,1,0,Косметический ремонт,1800.0
4683347,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1979.0,19.7,2.5,открытый двор,1,0,Косметический ремонт,820.0
4615888,0,0,Деревянные,есть,0,0,0,0,Лоджия,9,75 ,Панельные,Кукковка,1985.0,70.3,2.5,открытый двор,4,0,Частичный ремонт,2800.0
4564920,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Ключевая,1982.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4530588,0,0,Пластиковые/деревянные,есть,0,0,0,0,Есть балкон,3,Инд,Кирпичные,Первомайский,1957.0,72.0,3.0,открытый двор,3,0,Косметический ремонт,4000.0
4414316,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,Инд,Монолитные,Ключевая,2016.0,42.0,2.5,открытый двор,2,0,Косметический ремонт,3200.0
4500403,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Монолитные,Древлянка,2017.0,56.1,2.5,открытый двор,2,0,Современный ремонт,6510.0
4432300,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Голиковка,1974.0,12.1,2.5,открытый двор,1,0,Современный ремонт,550.0
4310849,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1982.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,890.0
4386226,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Октябрьский,1958.0,89.0,2.5,открытый двор,5,0,Косметический ремонт,2900.0
4331495,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Зарека,1979.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4319605,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Зарека,1953.0,34.0,2.5,открытый двор,1,0,Косметический ремонт,2000.0
4508915,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Перевалка,1992.0,41.1,2.5,открытый двор,2,0,Косметический ремонт,1560.0
4344379,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Перевалка,2008.0,60.0,2.75,открытый двор,2,0,Ремонт по дизайн проекту,5199.0
4474476,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Перевалка,1983.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,999.0
4505524,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1992.0,55.3,2.5,открытый двор,2,0,Частичный ремонт,2650.0
4389654,0,0,Пластиковые,отсутствует,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Сулажгора,1990.0,12.6,2.5,открытый двор,1,0,Косметический ремонт,540.0
4309302,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1970.0,59.1,2.5,открытый двор,4,0,Косметический ремонт,3700.0
