,Код объекта,Комнатность,Общая площадь,Высота потолков,Ремонт,Санузел,Балкон,Материал окон,Солнечная сторона,Вид из окон,Счетчик воды,Железная дверь,Подключённые сервисы,Домофон,Этаж/Этажность,Серия,Год постройки,Стены,Номер дома,Колясочная,Двор,Парковка,Адрес,zipcode,url,Цена,Коммунальные платежи,Кухонный гарнитур,Кухня-гостиная,Нежилые помещения на первом этаже,Пандус,Площадка для выгула собак,Площадь кухни,Остекление балкона,Площадь балкона,Счетчик тепла,Гардеробная,Лифт,Консьерж,Велосипедная,Детская площадка,система водонагрева,Кладовка,Корпус,Мягкая мебель,Шкаф-купе,воздушные фильтры,Проходные комнаты,Квартира угловая / торцевая,строение,фильтры для воды,Постирочная,Видеодомофон,охранная сигнализация,кондиционер,Многоуровневая
27,3684339,1,22 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Общ,1971,Панельные,31,,открытый двор,наземный паркинг,"Первомайский, ул. Советская, д. 31",,https://ptz.etagi.com//realty/3684339/,990 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3648730,2,43.6 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,все окна,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,,Панельные,5,,открытый двор,наземный паркинг,"Деревянка п., ул. Мира, д. 5",,https://ptz.etagi.com//realty/3648730/,1 000 000 руб.,,+,,,,,5.9 м²,,,,,,,,,,,,+,,,,,,,,,,,
29,5600113,6,153.6 м²,2.55 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,"стены соседних домов, во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 16,Инд,1999,Монолитные,25,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 25",,https://ptz.etagi.com//realty/5600113/,9 990 000 руб.,,+,да,,,,30 м²,есть,,,+,,,,,+,,,,+,,,,,,,,,,
30,5757114,2,46.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,1967,Блочные,8а,,открытый двор,наземный паркинг,"Ключевая, ул. Судостроительная, д. 8а",185034,https://ptz.etagi.com//realty/5757114/,2 650 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
31,5745883,3,62.4 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,Инд,,Кирпичные,21,,открытый двор,наземный паркинг,"Кондопога, ул. Октябрьское шоссе, д. 21",,https://ptz.etagi.com//realty/5745883/,3 200 000 руб.,4500-6000 ₽,,,,,,,есть,,,,,,,,+,,,,,,,,,,,,,,
32,5752081,2,53 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,Инд,1983,Панельные,15,,открытый двор,наземный паркинг,"Кукковка, ул. Комсомольский пр., д. 15",,https://ptz.etagi.com//realty/5752081/,3 400 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
33,5739316,1,30.9 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 4,Инд,,Панельные,27,,открытый двор,парковка отсутствует,"Октябрьский, ул. Октябрьский пр-т, д. 27",,https://ptz.etagi.com//realty/5739316/,2 270 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5738887,2,59.1 м²,2.55 м,Современный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,2 из 2,Инд,,Деревянные,5,,открытый двор,наземный паркинг,"Соломенное, ул. Соломенская, д. 5",185032,https://ptz.etagi.com//realty/5738887/,2 000 000 руб.,,+,,,,,12 м²,,,,,,,,,,в квартире,,,+,,,,,,,,,,
35,5753155,16,18 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1969,Кирпичные,20а,,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 20а",185005,https://ptz.etagi.com//realty/5753155/,570 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5738616,2,42 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,1-335А,1965,Панельные,4,,открытый двор,парковка отсутствует,"Октябрьский, ул. Ленинградская, д. 4",185031,https://ptz.etagi.com//realty/5738616/,3 070 000 руб.,,+,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
37,5754913,1,31.4 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,1-335,1966,Панельные,1А,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 1А",,https://ptz.etagi.com//realty/5754913/,2 400 000 руб.,3000-4000 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5744797,2,48.9 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Хрущ,1969,Панельные,9,,открытый двор,наземный паркинг,"Кондопога, ул. Калинина пр., д. 9",,https://ptz.etagi.com//realty/5744797/,2 250 000 руб.,3000-4500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5754100,1,30.2 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,,Панельные,10,,открытый двор,наземный паркинг,"Октябрьский, ул. Ленинградская, д. 10",185031,https://ptz.etagi.com//realty/5754100/,2 400 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5743509,5,13 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,все окна,"дороги, во двор",есть,есть,"интернет, кабельное телевидение",Есть,3 из 5,Инд,1965,Кирпичные,28,,открытый двор,наземный паркинг,"Центр, ул. Красная, д. 28",185035,https://ptz.etagi.com//realty/5743509/,850 000 руб.,2500-2700 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,5746866,1,35.2 м²,2.5 м,Требует ремонта,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 9,75 ,1975,Панельные,5,,открытый двор,наземный паркинг,"Октябрьский, ул. Мурманская, д. 5",185031,https://ptz.etagi.com//realty/5746866/,2 500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,5751405,3,70 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 9,75 ,1991,Панельные,5,,открытый двор,наземный паркинг,"Древлянка, ул. Лесной пр-т, д. 5",,https://ptz.etagi.com//realty/5751405/,4 750 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
43,5754691,3,67 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,1947,Блочные,9,,открытый двор,парковка отсутствует,"Центр, ул. Андропова, д. 9",185035,https://ptz.etagi.com//realty/5754691/,6 100 000 руб.,7000 ₽,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
44,5738920,1,31.4 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,2016,Панельные,6,есть,открытый двор,наземный паркинг,"Перевалка, ул. Фрунзе, д. 6",185002,https://ptz.etagi.com//realty/5738920/,1 860 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5753907,1,28.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,,Деревянные,3,,открытый двор,наземный паркинг,"Октябрьский, ул. Краснофлотская, д. 3",185031,https://ptz.etagi.com//realty/5753907/,1 900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5738749,2,54 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,Инд,,Панельные,6,,открытый двор,наземный паркинг,"Древлянка, ул. Древлянка, д. 6",185014,https://ptz.etagi.com//realty/5738749/,3 700 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5742393,1,52.8 м²,3 м,Современный ремонт,Совмещенный,Лоджия,Пластиковые,все окна,во двор,есть,есть,интернет,Есть,6 из 11,Инд,2016,Монолитные,27,есть,"закрытый двор, охрана, видеонаблюдение","наземный паркинг, подземный паркинг, гостевой паркинг","Центр, ул. Федосовой, д. 27",185035,https://ptz.etagi.com//realty/5742393/,5 100 000 руб.,,+,,,обычный,есть,,есть,,,+,пассажирский и грузовой,,есть,,,в квартире,,+,+,+,,,,,,,,,
48,5739195,2,39 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,Инд,2016,Панельные,11,,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 11",,https://ptz.etagi.com//realty/5739195/,3 530 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5742937,2,53 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 9,75 ,,Панельные,31,,открытый двор,парковка отсутствует,"Древлянка, ул. Лесной пр-т, д. 31",,https://ptz.etagi.com//realty/5742937/,4 400 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
50,5737287,3,57.4 м²,2.5 м,Ремонт по дизайн проекту,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 11,Инд,2015,Монолитные,10,,открытый двор,наземный паркинг,"Кукковка, ул. Братьев Озеровых, д. 10",185026,https://ptz.etagi.com//realty/5737287/,5 600 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
51,5736033,3,74 м²,3 м,Частичный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,2 из 4,Инд,1958,Кирпичные,9,,открытый двор,наземный паркинг,"Центр, ул. Ленина пр-т, д. 9",,https://ptz.etagi.com//realty/5736033/,7 000 000 руб.,5000-7000 ₽,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,
52,5742987,1,36 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,2016,Панельные,11а,,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 11а",,https://ptz.etagi.com//realty/5742987/,2 630 000 руб.,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,
53,5742361,1,36 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 10,75 ,1991,Панельные,6 к4,,открытый двор,парковка отсутствует,"Древлянка, ул. Интернационалистов бульвар, д. 6 к4",,https://ptz.etagi.com//realty/5742361/,2 400 000 руб.,,,,,,,,,,,,пассажирский,,,,,,4,,,,,,,,,,,,
54,5741830,2,52.6 м²,2.5 м,Современный ремонт,Раздельный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,7 из 9,Инд,,Панельные,15,,открытый двор,наземный паркинг,"5-й посёлок, ул. Пограничная, д. 15",,https://ptz.etagi.com//realty/5741830/,3 300 000 руб.,,,,,,,,есть,"6,23 м²",,,,,,,,,,,,,,,,,,,,,
55,5757119,4,74.5 м²,2.61 м,Современный ремонт,Раздельный,Лоджия,Пластиковые,все окна,"стены соседних домов, во двор",есть,есть,"интернет, кабельное телевидение",Есть,5 из 9,75 ,1978,Панельные,31,,открытый двор,"парковка отсутствует, наземный паркинг","Кукковка, ул. Балтийская, д. 31",185026,https://ptz.etagi.com//realty/5757119/,5 200 000 руб.,9000 ₽,,,,,,8 м²,есть,3.6 м²,,+,пассажирский,,есть,,,в квартире,,,+,,,Да,,,,,,,
56,5741851,1,31 м²,2.5 м,Современный ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,1-335,1968,Панельные,22а,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 22а",,https://ptz.etagi.com//realty/5741851/,2 400 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5744927,1,34.8 м²,2.5 м,Современный ремонт,Совмещенный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,Инд,,Панельные,15,,открытый двор,наземный паркинг,"5-й посёлок, ул. Пограничная, д. 15",,https://ptz.etagi.com//realty/5744927/,2 300 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
58,5743138,5,91.8 м²,2.7 м,Косметический ремонт,Раздельный,Нет балкона,Деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1970,Панельные,3,,открытый двор,наземный паркинг,"Зарека, ул. Перттунена, д. 3",185005,https://ptz.etagi.com//realty/5743138/,4 500 000 руб.,,,,,,,6.3 м²,,,,,,,,,,,,,,,,,,,,,,,
59,5738630,1,30.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 6,Инд,2013,Монолитные,7б,,открытый двор,"наземный паркинг, гостевой паркинг","Кукковка, ул. Белинского, д. 7б",185011,https://ptz.etagi.com//realty/5738630/,2 500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5732290,1,36 м²,2.5 м,Современный ремонт,Совмещенный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 10,75 ,1989,Панельные,22,,открытый двор,наземный паркинг,"Древлянка, ул. Берёзовая Аллея, д. 22",,https://ptz.etagi.com//realty/5732290/,2 800 000 руб.,,,,,,,,есть,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
61,5735304,2,60.7 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 9,Инд,2008,Кирпичные,17,,открытый двор,наземный паркинг,"Перевалка, ул. 2-я Северная, д. 17",185002,https://ptz.etagi.com//realty/5735304/,4 750 000 руб.,,,,,,,9.5 м²,,,,,,,,,,,,,,,,,,,,,,,
62,5719893,1,33.1 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,Инд,,Монолитные,2,,открытый двор,наземный паркинг,"Древлянка, ул. Алексея Афанасьева пр., д. 2",,https://ptz.etagi.com//realty/5719893/,4 480 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5726954,2,39.2 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,,есть,есть,"телефон, кабельное телевидение",Есть,1 из 5,Инд,1969,Панельные,17,,открытый двор,наземный паркинг,"Октябрьский, ул. Московская, д. 17",185031,https://ptz.etagi.com//realty/5726954/,2 499 000 руб.,3000 ₽,+,,,,,,,,,,,,,,,,,+,,,,,,,,,,,
64,5724783,2,41 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 16,Инд,2019,Монолитные,25,,открытый двор,наземный паркинг,"Ключевая, ул. Петрова, д. 25",185034,https://ptz.etagi.com//realty/5724783/,3 400 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,5722421,2,30 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,1958,Деревянные,8,,открытый двор,наземный паркинг,"Октябрьский, ул. Мурманская, д. 8",185031,https://ptz.etagi.com//realty/5722421/,1 250 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,5723719,2,53.1 м²,2.5 м,Косметический ремонт,Раздельный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,9 из 9,Инд,1979,Кирпичные,8,,открытый двор,парковка отсутствует,"Голиковка, ул. Калинина, д. 8",185003,https://ptz.etagi.com//realty/5723719/,3 850 000 руб.,5000 ₽,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
67,5734289,1,32 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 4,Инд,,Кирпичные,27,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 27",,https://ptz.etagi.com//realty/5734289/,2 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5731317,2,49.2 м²,2.57 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые/деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,75 ,1971,Панельные,19а,,открытый двор,наземный паркинг,"Кукковка, ул. Комсомольский пр., д. 19а",,https://ptz.etagi.com//realty/5731317/,3 500 000 руб.,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,
69,5722317,2,35.7 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,1958,Деревянные,8,,открытый двор,наземный паркинг,"Октябрьский, ул. Мурманская, д. 8",185031,https://ptz.etagi.com//realty/5722317/,1 400 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5716732,3,50 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,1971,Панельные,7,,открытый двор,парковка отсутствует,"Голиковка, ул. Машезерская, д. 7",185030,https://ptz.etagi.com//realty/5716732/,2 890 000 руб.,,,,,,,6 м²,есть,,,,,,,,,,,,,,,,,,,,,,
71,5714592,1,12.6 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,,"интернет, кабельное телевидение",,1 из 5,Общ,1962,Блочные,44,,открытый двор,наземный паркинг,"Голиковка, ул. Володарского, д. 44",185030,https://ptz.etagi.com//realty/5714592/,700 000 руб.,,,,,,есть,,,,,,,,,,,,,+,,,,,,,,,,,
72,5712698,1,34.3 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,8 из 9,Инд,1984,Кирпичные,55,,открытый двор,парковка отсутствует,"Первомайский, ул. Кутузова, д. 55",185001,https://ptz.etagi.com//realty/5712698/,1 999 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
73,5718467,1,25.8 м²,2.7 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 6,Инд,1955,Кирпичные,15,,закрытый двор,парковка отсутствует,"Центр, ул. Ленина пр-т, д. 15",,https://ptz.etagi.com//realty/5718467/,2 850 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5712712,1,16.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1982,Кирпичные,4а,,открытый двор,наземный паркинг,"Зарека, ул. Волховская, д. 4а",185005,https://ptz.etagi.com//realty/5712712/,680 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5722366,1,31 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,1-335А,1965,Деревянные,4б,,открытый двор,наземный паркинг,"Октябрьский, ул. Ленинградская, д. 4б",185031,https://ptz.etagi.com//realty/5722366/,1 350 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5719724,1,35.3 м²,2.7 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 9,Инд,2008,Панельные,26,,открытый двор,наземный паркинг,"Перевалка, ул. Ватутина, д. 26",185002,https://ptz.etagi.com//realty/5719724/,2 880 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
77,5719858,1,32 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,,Кирпичные,4 к3,,открытый двор,наземный паркинг,"Сулажгора, ул. Сулажгорская, д. 4 к3",185013,https://ptz.etagi.com//realty/5719858/,2 000 000 руб.,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
78,5722266,1,12.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Общ,1990,Кирпичные,63А,,открытый двор,наземный паркинг,"Сулажгора, ул. Жуковского, д. 63А",185013,https://ptz.etagi.com//realty/5722266/,450 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5731077,2,49 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,1990,Кирпичные,5а,,открытый двор,наземный паркинг,"Зарека, ул. Ключевское шоссе, д. 5а",,https://ptz.etagi.com//realty/5731077/,3 200 000 руб.,,,,,,,8.2 м²,,"1,5 м²",,,,,,,,,,,,,,,,,,,,,
